Domain,AIN,Type,Town,State,Alex confirmed?,Unnamed: 6,found_about,folder_loc_about,found_faq,folder_loc_faq,found_contact,folder_loc_contact,found,folder_loc
skco.net,None,,,,,,True,./pages/skco.net/about_page.txt,False,,True,./pages/skco.net/contact_page.txt,True,./pages/skco.net/main_page.txt
scottscooling.com,None,,,,,,True,./pages/scottscooling.com/about_page.txt,False,,False,,True,./pages/scottscooling.com/main_page.txt
aodbt.com,None,,,,,,True,./pages/aodbt.com/about_page.txt,False,,True,./pages/aodbt.com/contact_page.txt,True,./pages/aodbt.com/main_page.txt
bagreen.com,None,,,,,,True,./pages/bagreen.com/about_page.txt,False,,True,./pages/bagreen.com/contact_page.txt,True,./pages/bagreen.com/main_page.txt
oempartsnetwork.com,None,,,,,,False,,False,,False,,True,./pages/oempartsnetwork.com/main_page.txt
rodpumptracker.com,None,,,,,,False,,False,,False,./pages/rodpumptracker.com/contact_page.txt,True,./pages/rodpumptracker.com/main_page.txt
southport.ca,None,,,,,,True,./pages/southport.ca/about_page.txt,True,./pages/southport.ca/faq_page.txt,True,./pages/southport.ca/contact_page.txt,True,./pages/southport.ca/main_page.txt
hoamco.com,None,,,,,,False,,False,,True,./pages/hoamco.com/contact_page.txt,True,./pages/hoamco.com/main_page.txt
tomhopkins.com,None,,,,,,True,./pages/tomhopkins.com/about_page.txt,False,,True,./pages/tomhopkins.com/contact_page.txt,True,./pages/tomhopkins.com/main_page.txt
appliedbiologics.com,None,,,,,,True,./pages/appliedbiologics.com/about_page.txt,False,,True,./pages/appliedbiologics.com/contact_page.txt,True,./pages/appliedbiologics.com/main_page.txt
ssiop.com,None,,,,,,True,./pages/ssiop.com/about_page.txt,False,,True,./pages/ssiop.com/contact_page.txt,True,./pages/ssiop.com/main_page.txt
enetca.com,None,,,,Yes,,True,./pages/enetca.com/about_page.txt,False,,False,,True,./pages/enetca.com/main_page.txt
pmspc.org,Pathology Medical Services,Healthcare,Lincoln,NE,,,True,./pages/pmspc.org/about_page.txt,False,,True,./pages/pmspc.org/contact_page.txt,True,./pages/pmspc.org/main_page.txt
hallandbailey.net,None,,,,,,False,,False,,True,./pages/hallandbailey.net/contact_page.txt,True,./pages/hallandbailey.net/main_page.txt
crcalgoma.ca,None,,,,,,False,,False,,False,,True,./pages/crcalgoma.ca/main_page.txt
bmt.bz,None,,,,,,False,,False,,False,,True,./pages/bmt.bz/main_page.txt
siouxmanufacturing.com,Sioux Manufacturing Corporation,Tribal Companies,Fort Totten,ND,,,True,./pages/siouxmanufacturing.com/about_page.txt,False,,True,./pages/siouxmanufacturing.com/contact_page.txt,True,./pages/siouxmanufacturing.com/main_page.txt
bigserverhosting.com,None,,,,,,False,,False,,False,,True,./pages/bigserverhosting.com/main_page.txt
prosecuritycons.com,None,,,,,,False,,False,,False,,True,./pages/prosecuritycons.com/main_page.txt
danielleashley.com,None,,,,,,False,,False,,False,,True,./pages/danielleashley.com/main_page.txt
ocsabq.com,None,,,,,,True,./pages/ocsabq.com/about_page.txt,False,,True,./pages/ocsabq.com/contact_page.txt,True,./pages/ocsabq.com/main_page.txt
csiaz.com,None,,,,,,False,,False,,False,,True,./pages/csiaz.com/main_page.txt
hillstone.com,None,,,,,,False,,False,,False,,False,
pinnacleflooring.com,None,,,,,,False,,False,,False,,True,./pages/pinnacleflooring.com/main_page.txt
stefanizzi.ca,None,,,,,,False,,False,,False,,True,./pages/stefanizzi.ca/main_page.txt
medbillgroup.com,None,,,,,,False,,False,,True,./pages/medbillgroup.com/contact_page.txt,True,./pages/medbillgroup.com/main_page.txt
jemezpueblo.net,Jemez Pueblo Tribal Network,Regional ISP,Jemez Pueblo,NM,,,False,,False,,False,,True,./pages/jemezpueblo.net/main_page.txt
singletone.com,None,,,,,,False,,False,,False,,True,./pages/singletone.com/main_page.txt
jaguar.net,None,,,,,,False,,False,,False,,True,./pages/jaguar.net/main_page.txt
eaglerigidspan.com,None,,,,,,False,,False,,True,./pages/eaglerigidspan.com/contact_page.txt,True,./pages/eaglerigidspan.com/main_page.txt
spininart.com,None,,,,,,False,,False,,False,,True,./pages/spininart.com/main_page.txt
mtar.net,None,,,,,,False,,False,,False,,True,./pages/mtar.net/main_page.txt
siamarketing.com,None,,,,,,True,./pages/siamarketing.com/about_page.txt,False,,True,./pages/siamarketing.com/contact_page.txt,True,./pages/siamarketing.com/main_page.txt
asis-investments.com,None,,,,,,False,,False,,False,,True,./pages/asis-investments.com/main_page.txt
charkoosta.com,Char-Koosta News,Local Newspaper,Pablo,MT,,,True,./pages/charkoosta.com/about_page.txt,False,,True,./pages/charkoosta.com/contact_page.txt,True,./pages/charkoosta.com/main_page.txt
yankton.net,Yankton Daily Press & Dakotan,Local Newspaper,Yankton,SD,,,True,./pages/yankton.net/about_page.txt,False,,True,./pages/yankton.net/contact_page.txt,True,./pages/yankton.net/main_page.txt
canavest.com,None,,,,,,False,,False,,False,,True,./pages/canavest.com/main_page.txt
chapmanchoice.com,None,,,,,,False,,False,,False,,True,./pages/chapmanchoice.com/main_page.txt
cla-algoma.org,None,,,,,,False,,False,,False,,False,
sabatiniarchitects.com,None,,,,,,False,,False,,False,,True,./pages/sabatiniarchitects.com/main_page.txt
hbacspecialties.com,None,,,,,,False,,False,,False,,True,./pages/hbacspecialties.com/main_page.txt
nhspokane.com,None,,,,,,True,./pages/nhspokane.com/about_page.txt,True,./pages/nhspokane.com/faq_page.txt,True,./pages/nhspokane.com/contact_page.txt,True,./pages/nhspokane.com/main_page.txt
tyght.com,None,,,,,,True,./pages/tyght.com/about_page.txt,False,,False,,True,./pages/tyght.com/main_page.txt
signaturedestinations.com,None,,,,,,False,,False,,False,,False,
sband.org,State Bar Association of North Dakota,Sectoral Association,Bismarck,ND,,,False,,False,,False,,False,
lavidge.com,None,,,,,,False,,False,,True,./pages/lavidge.com/contact_page.txt,True,./pages/lavidge.com/main_page.txt
aesthesia.com,None,,,,,,False,,False,,False,,True,./pages/aesthesia.com/main_page.txt
hrnetlogin.net,None,,,,,,False,,False,,False,,False,
carlsoncomputers.com,None,,,,,,False,,False,,False,,False,
sacred-wind.net,Sacred Wind Communications,Regional ISP,Yatahey,NM,,,True,./pages/sacred-wind.net/about_page.txt,False,,True,./pages/sacred-wind.net/contact_page.txt,True,./pages/sacred-wind.net/main_page.txt
streetauthority.com,None,,,,,,True,./pages/streetauthority.com/about_page.txt,False,,True,./pages/streetauthority.com/contact_page.txt,True,./pages/streetauthority.com/main_page.txt
hyderisd.org,Hyder School District (mailserver),Schools,Dateland,AZ,,,False,,False,,False,,False,
goldwaterlaw.com,None,,,,,,True,./pages/goldwaterlaw.com/about_page.txt,False,,True,./pages/goldwaterlaw.com/contact_page.txt,True,./pages/goldwaterlaw.com/main_page.txt
smallbiztax.net,None,,,,,,False,,False,,True,./pages/smallbiztax.net/contact_page.txt,True,./pages/smallbiztax.net/main_page.txt
rainbowtel.net,Rainbow Communications,Regional ISP,Everest,KS,,,True,./pages/rainbowtel.net/about_page.txt,False,,True,./pages/rainbowtel.net/contact_page.txt,True,./pages/rainbowtel.net/main_page.txt
cap.gov,None,,,,,,True,./pages/cap.gov/about_page.txt,True,./pages/cap.gov/faq_page.txt,True,./pages/cap.gov/contact_page.txt,True,./pages/cap.gov/main_page.txt
libreems.org,None,,,,,,False,,False,,False,,False,
nibm.net,None,,,,,,False,,False,,True,./pages/nibm.net/contact_page.txt,True,./pages/nibm.net/main_page.txt
cabq.gov,City of Albuquerque,Government,Albuquerque,AZ,,,False,,False,,False,,True,./pages/cabq.gov/main_page.txt
frontiernet.net,None,,,,,,True,./pages/frontiernet.net/about_page.txt,False,,False,,True,./pages/frontiernet.net/main_page.txt
windstream.net,None,,,,,,False,,False,,False,,True,./pages/windstream.net/main_page.txt
hspwlaw.com,None,,,,,,True,./pages/hspwlaw.com/about_page.txt,False,,True,./pages/hspwlaw.com/contact_page.txt,True,./pages/hspwlaw.com/main_page.txt
ffj-arch.com,None,,,,,,False,,False,,True,./pages/ffj-arch.com/contact_page.txt,True,./pages/ffj-arch.com/main_page.txt
theflagstaffattorney.com,None,,,,,,True,./pages/theflagstaffattorney.com/about_page.txt,False,,True,./pages/theflagstaffattorney.com/contact_page.txt,True,./pages/theflagstaffattorney.com/main_page.txt
artgalleryofalgoma.com,None,,,,,,True,./pages/artgalleryofalgoma.com/about_page.txt,False,,False,,True,./pages/artgalleryofalgoma.com/main_page.txt
legacylendingusa.com,None,,,,,,False,,True,./pages/legacylendingusa.com/faq_page.txt,True,./pages/legacylendingusa.com/contact_page.txt,True,./pages/legacylendingusa.com/main_page.txt
data-man.com,None,,,,,,False,,False,,False,,True,./pages/data-man.com/main_page.txt
gracebasedfamilies.com,Grace Based Families (redirects from familymatters.net),Religious Organizations,Scottsdale,AZ,,,True,./pages/gracebasedfamilies.com/about_page.txt,False,,True,./pages/gracebasedfamilies.com/contact_page.txt,True,./pages/gracebasedfamilies.com/main_page.txt
ontariooregon.org,City of Ontario,Government,Ontario,OR,,,True,./pages/ontariooregon.org/about_page.txt,False,,True,./pages/ontariooregon.org/contact_page.txt,True,./pages/ontariooregon.org/main_page.txt
laserfiche.com,None,,,,,,True,./pages/laserfiche.com/about_page.txt,False,,True,./pages/laserfiche.com/contact_page.txt,True,./pages/laserfiche.com/main_page.txt
raintreeautobodyinc.com,None,,,,,,False,,False,,True,./pages/raintreeautobodyinc.com/contact_page.txt,True,./pages/raintreeautobodyinc.com/main_page.txt
topservicelex.com,None,,,,,,True,./pages/topservicelex.com/about_page.txt,False,,True,./pages/topservicelex.com/contact_page.txt,True,./pages/topservicelex.com/main_page.txt
vofficeglobal.com,None,,,,,,False,,False,,True,./pages/vofficeglobal.com/contact_page.txt,True,./pages/vofficeglobal.com/main_page.txt
zapplication.org,None,,,,,,True,./pages/zapplication.org/about_page.txt,True,./pages/zapplication.org/faq_page.txt,False,,True,./pages/zapplication.org/main_page.txt
archivists.org,None,,,,,,True,./pages/archivists.org/about_page.txt,True,./pages/archivists.org/faq_page.txt,True,./pages/archivists.org/contact_page.txt,True,./pages/archivists.org/main_page.txt
shapespokane.com,None,,,,,,True,./pages/shapespokane.com/about_page.txt,False,,True,./pages/shapespokane.com/contact_page.txt,True,./pages/shapespokane.com/main_page.txt
duemelands.com,None,,,,,,False,,False,,True,./pages/duemelands.com/contact_page.txt,True,./pages/duemelands.com/main_page.txt
hatandsons.com,None,,,,,,False,,False,,True,./pages/hatandsons.com/contact_page.txt,True,./pages/hatandsons.com/main_page.txt
lockersoft.com,None,,,,,,True,./pages/lockersoft.com/about_page.txt,False,,False,,True,./pages/lockersoft.com/main_page.txt
peakschool.org,The PEAK School,Schools,Flagstaff,AZ,,,False,,False,,False,,False,
ttsielectric.com,None,,,,,,False,,False,,False,,False,
colorado.net,None,,,,,,True,./pages/colorado.net/about_page.txt,False,,True,./pages/colorado.net/contact_page.txt,True,./pages/colorado.net/main_page.txt
iacademy.org,Internet Academy at Truman,Schools,Federal Way,WA,,,True,./pages/iacademy.org/about_page.txt,False,,True,./pages/iacademy.org/contact_page.txt,True,./pages/iacademy.org/main_page.txt
pbssocal.org,PBS SoCal,Local Newspaper,Costa Mesa,CA,,,True,./pages/pbssocal.org/about_page.txt,False,,True,./pages/pbssocal.org/contact_page.txt,True,./pages/pbssocal.org/main_page.txt
pioneercu.org,Pioneer Credit Union,Finance and Insurance,Green Bay,WI,,,False,,False,,False,,False,
whitesrfs.org,Josiah White's,Community Services,Wabash,IN,,,True,./pages/whitesrfs.org/about_page.txt,False,,True,./pages/whitesrfs.org/contact_page.txt,True,./pages/whitesrfs.org/main_page.txt
charter.com,None,,,,,,True,./pages/charter.com/about_page.txt,False,,True,./pages/charter.com/contact_page.txt,True,./pages/charter.com/main_page.txt
milgard.com,None,,,,,,True,./pages/milgard.com/about_page.txt,True,./pages/milgard.com/faq_page.txt,True,./pages/milgard.com/contact_page.txt,True,./pages/milgard.com/main_page.txt
chuppe.com,Chuppe Health,Healthcare,Bismarck,ND,,,True,./pages/chuppe.com/about_page.txt,False,,True,./pages/chuppe.com/contact_page.txt,True,./pages/chuppe.com/main_page.txt
mijted.net,Mountain Institute,Schools,Prescott,AZ,,,False,,False,,False,,False,
vianet.ca,None,,,,,,True,./pages/vianet.ca/about_page.txt,False,,True,./pages/vianet.ca/contact_page.txt,True,./pages/vianet.ca/main_page.txt
lobo.net,None,,,,,,True,./pages/lobo.net/about_page.txt,False,,True,./pages/lobo.net/contact_page.txt,True,./pages/lobo.net/main_page.txt
holycrossmedicalcenter.org,HolyCross Medical Center (redirects from taoshospital.org),Healthcare,Taos,NM,,,True,./pages/holycrossmedicalcenter.org/about_page.txt,False,,True,./pages/holycrossmedicalcenter.org/contact_page.txt,True,./pages/holycrossmedicalcenter.org/main_page.txt
natpinc.com,None,,,,,,False,,False,,True,./pages/natpinc.com/contact_page.txt,True,./pages/natpinc.com/main_page.txt
unm.edu,The University of New Mexico,Higher Education,Albuquerque,NM,,,True,./pages/unm.edu/about_page.txt,False,,True,./pages/unm.edu/contact_page.txt,True,./pages/unm.edu/main_page.txt
erniesinceresco.com,None,,,,,,False,,False,,False,,True,./pages/erniesinceresco.com/main_page.txt
ndfa.net,North Dakota Firefighter's Association,Sectoral Association,Bismarck,ND,,,True,./pages/ndfa.net/about_page.txt,False,,False,,True,./pages/ndfa.net/main_page.txt
tezzaron.com,None,,,,,,False,,False,,False,,False,
vetsummit.com,None,,,,,,False,,True,./pages/vetsummit.com/faq_page.txt,True,./pages/vetsummit.com/contact_page.txt,True,./pages/vetsummit.com/main_page.txt
impromed.com,None,,,,,,False,,False,,False,,False,
ganatrucking.com,None,,,,,,True,./pages/ganatrucking.com/about_page.txt,False,,True,./pages/ganatrucking.com/contact_page.txt,True,./pages/ganatrucking.com/main_page.txt
lakotanetwork.com,Cheyenne River Sioux Tribe Telephone Authority (mailserver),Regional ISP,Eagle Butte,SD,,,True,./pages/lakotanetwork.com/about_page.txt,False,,True,./pages/lakotanetwork.com/contact_page.txt,True,./pages/lakotanetwork.com/main_page.txt
ca.gov,State of California,Government,Sacramento,CA,,,False,,False,,True,./pages/ca.gov/contact_page.txt,True,./pages/ca.gov/main_page.txt
opendns.com,None,,,,,,True,./pages/opendns.com/about_page.txt,False,,False,,True,./pages/opendns.com/main_page.txt
bleier.net,None,,,,,,False,,False,,False,,True,./pages/bleier.net/main_page.txt
earthlink.net,None,,,,,,True,./pages/earthlink.net/about_page.txt,False,,True,./pages/earthlink.net/contact_page.txt,True,./pages/earthlink.net/main_page.txt
tomanengineering.com,None,,,,,,True,./pages/tomanengineering.com/about_page.txt,False,,True,./pages/tomanengineering.com/contact_page.txt,True,./pages/tomanengineering.com/main_page.txt
raisingarizonakids.com,Raising Arizona Kids,Local Newspaper,Surprise,AZ,,,True,./pages/raisingarizonakids.com/about_page.txt,False,,False,,True,./pages/raisingarizonakids.com/main_page.txt
flagstaffsurgical.com,Flagstaff Surgical Associates,Healthcare,Flagstaff,AZ,,,True,./pages/flagstaffsurgical.com/about_page.txt,True,./pages/flagstaffsurgical.com/faq_page.txt,True,./pages/flagstaffsurgical.com/contact_page.txt,True,./pages/flagstaffsurgical.com/main_page.txt
riversidemow.org,Meals on Wheels Riverside,Community Services,Riverside,CA,,,True,./pages/riversidemow.org/about_page.txt,True,./pages/riversidemow.org/faq_page.txt,True,./pages/riversidemow.org/contact_page.txt,True,./pages/riversidemow.org/main_page.txt
westriver.com,West River Electric Association,Public Utilities and Energy,Rapid City,SD,,,False,,False,,True,./pages/westriver.com/contact_page.txt,True,./pages/westriver.com/main_page.txt
hbcschool.org,HOTEVLLABACAVI COMMUNITY SCHOOL DISTRICT (mailserver),,Hotevilla,AZ,,,False,,False,,False,,False,
awdlaw.com,None,,,,,,True,./pages/awdlaw.com/about_page.txt,False,,True,./pages/awdlaw.com/contact_page.txt,True,./pages/awdlaw.com/main_page.txt
emcaz.com,None,,,,,,False,,False,,True,./pages/emcaz.com/contact_page.txt,True,./pages/emcaz.com/main_page.txt
ricebrantech.com,None,,,,,,True,./pages/ricebrantech.com/about_page.txt,False,,True,./pages/ricebrantech.com/contact_page.txt,True,./pages/ricebrantech.com/main_page.txt
southerncomfortmechanical.ca,None,,,,,,False,,False,,True,./pages/southerncomfortmechanical.ca/contact_page.txt,True,./pages/southerncomfortmechanical.ca/main_page.txt
afjusd.org,Ash Fork JUSD 31,Schools,Ash Fork,AZ,,,False,,False,,False,,True,./pages/afjusd.org/main_page.txt
avidityhcs.com,None,,,,,,True,./pages/avidityhcs.com/about_page.txt,False,,True,./pages/avidityhcs.com/contact_page.txt,True,./pages/avidityhcs.com/main_page.txt
businessmanagementdaily.com,None,,,,,,True,./pages/businessmanagementdaily.com/about_page.txt,False,,False,,True,./pages/businessmanagementdaily.com/main_page.txt
ca5cade.net,None,,,,,,False,,False,,False,,False,
cap7.com,Community Action Program Region VII,Community Services,Bismarck,ND,,,True,./pages/cap7.com/about_page.txt,False,,True,./pages/cap7.com/contact_page.txt,True,./pages/cap7.com/main_page.txt
century21morrison.com,None,,,,,,True,./pages/century21morrison.com/about_page.txt,False,,True,./pages/century21morrison.com/contact_page.txt,True,./pages/century21morrison.com/main_page.txt
cobelaw.com,None,,,,,,True,./pages/cobelaw.com/about_page.txt,False,,True,./pages/cobelaw.com/contact_page.txt,True,./pages/cobelaw.com/main_page.txt
dakotaadventist.org,The Dakota Conference of Seventh-day Adventists,Religious Organizations,Bismarck,ND,,,True,./pages/dakotaadventist.org/about_page.txt,False,,True,./pages/dakotaadventist.org/contact_page.txt,True,./pages/dakotaadventist.org/main_page.txt
dawsonkeenan.com,None,,,,,,True,./pages/dawsonkeenan.com/about_page.txt,True,./pages/dawsonkeenan.com/faq_page.txt,True,./pages/dawsonkeenan.com/contact_page.txt,True,./pages/dawsonkeenan.com/main_page.txt
daymon.com,None,,,,,,True,./pages/daymon.com/about_page.txt,False,,True,./pages/daymon.com/contact_page.txt,True,./pages/daymon.com/main_page.txt
dotjason.com,None,,,,,,False,,False,,False,,True,./pages/dotjason.com/main_page.txt
eot-nm.com,None,,,,,,True,./pages/eot-nm.com/about_page.txt,False,,True,./pages/eot-nm.com/contact_page.txt,True,./pages/eot-nm.com/main_page.txt
finelinetech.ca,None,,,,,,True,./pages/finelinetech.ca/about_page.txt,False,,False,,True,./pages/finelinetech.ca/main_page.txt
fortgarryhotel.com,None,,,,,,False,,True,./pages/fortgarryhotel.com/faq_page.txt,True,./pages/fortgarryhotel.com/contact_page.txt,True,./pages/fortgarryhotel.com/main_page.txt
fredsappliances.com,None,,,,,,True,./pages/fredsappliances.com/about_page.txt,False,,False,,True,./pages/fredsappliances.com/main_page.txt
hollingsworthlaw.com,None,,,,,,False,,False,,True,./pages/hollingsworthlaw.com/contact_page.txt,True,./pages/hollingsworthlaw.com/main_page.txt
interiorsbyfrance.com,None,,,,,,False,./pages/interiorsbyfrance.com/about_page.txt,False,,False,./pages/interiorsbyfrance.com/contact_page.txt,True,./pages/interiorsbyfrance.com/main_page.txt
katcommunications.net,None,,,,,,False,,False,,True,./pages/katcommunications.net/contact_page.txt,True,./pages/katcommunications.net/main_page.txt
legalworkplace.com,None,,,,,,False,,False,,False,,False,
marybridge.org,Mary Bridge Children's,Healthcare,Tacoma,WA,,,True,./pages/marybridge.org/about_page.txt,False,,True,./pages/marybridge.org/contact_page.txt,True,./pages/marybridge.org/main_page.txt
mellorlawfirm.com,None,,,,,,True,./pages/mellorlawfirm.com/about_page.txt,False,,True,./pages/mellorlawfirm.com/contact_page.txt,True,./pages/mellorlawfirm.com/main_page.txt
royalfair.org,None,,,,,,True,./pages/royalfair.org/about_page.txt,False,,True,./pages/royalfair.org/contact_page.txt,True,./pages/royalfair.org/main_page.txt
stanleyhealth.org,Mountrail County Medical Center,Healthcare,Stanley,ND,,,True,./pages/stanleyhealth.org/about_page.txt,False,,True,./pages/stanleyhealth.org/contact_page.txt,True,./pages/stanleyhealth.org/main_page.txt
unishippers.com,None,,,,,,True,./pages/unishippers.com/about_page.txt,False,,True,./pages/unishippers.com/contact_page.txt,True,./pages/unishippers.com/main_page.txt
zayo.com,None,,,,,,False,,False,,False,,False,
buttecompanies.com,None,,,,,,False,,False,,False,,False,
marchvisioncare.com,None,,,,,,True,./pages/marchvisioncare.com/about_page.txt,False,,True,./pages/marchvisioncare.com/contact_page.txt,True,./pages/marchvisioncare.com/main_page.txt
messnerandhadley.com,None,,,,,,True,./pages/messnerandhadley.com/about_page.txt,False,,True,./pages/messnerandhadley.com/contact_page.txt,True,./pages/messnerandhadley.com/main_page.txt
basinelectric.com,Basin Electric Power Cooperative,Public Utilities and Energy,Bismarck,ND,,,True,./pages/basinelectric.com/about_page.txt,False,,True,./pages/basinelectric.com/contact_page.txt,True,./pages/basinelectric.com/main_page.txt
norcocollege.edu,Norco College,Higher Education,Norco,CA,,,True,./pages/norcocollege.edu/about_page.txt,True,./pages/norcocollege.edu/faq_page.txt,False,,True,./pages/norcocollege.edu/main_page.txt
precisenets.com,None,,,,,,True,./pages/precisenets.com/about_page.txt,False,,True,./pages/precisenets.com/contact_page.txt,True,./pages/precisenets.com/main_page.txt
azhomecare.com,Arizona Home Care,Healthcare,Tempe,AZ,,,True,./pages/azhomecare.com/about_page.txt,False,,False,,True,./pages/azhomecare.com/main_page.txt
megacorpinc.com,None,,,,,,True,./pages/megacorpinc.com/about_page.txt,True,./pages/megacorpinc.com/faq_page.txt,True,./pages/megacorpinc.com/contact_page.txt,True,./pages/megacorpinc.com/main_page.txt
designitsolutions.com,None,,,,,,True,./pages/designitsolutions.com/about_page.txt,False,,True,./pages/designitsolutions.com/contact_page.txt,True,./pages/designitsolutions.com/main_page.txt
eckroth.com,None,,,,,,True,./pages/eckroth.com/about_page.txt,True,./pages/eckroth.com/faq_page.txt,True,./pages/eckroth.com/contact_page.txt,True,./pages/eckroth.com/main_page.txt
lucidia.com,None,,,,,,False,,False,,False,,True,./pages/lucidia.com/main_page.txt
qwikvid.com,None,,,,,,True,./pages/qwikvid.com/about_page.txt,True,./pages/qwikvid.com/faq_page.txt,True,./pages/qwikvid.com/contact_page.txt,True,./pages/qwikvid.com/main_page.txt
sjcounty.net,San Juan County,Government,Aztec,NM,,,True,./pages/sjcounty.net/about_page.txt,False,,True,./pages/sjcounty.net/contact_page.txt,True,./pages/sjcounty.net/main_page.txt
capcu.org,Capital Credit Union,Finance and Insurance,Bismarck,ND,,,False,,False,,False,,False,
lakecountyrecycling.com,None,,,,,,False,,False,,False,,False,
namescape.com,None,,,,,,True,./pages/namescape.com/about_page.txt,True,./pages/namescape.com/faq_page.txt,True,./pages/namescape.com/contact_page.txt,True,./pages/namescape.com/main_page.txt
rmcards.com,None,,,,,,False,,False,,False,,False,
teamtorque.com,None,,,,,,True,./pages/teamtorque.com/about_page.txt,True,./pages/teamtorque.com/faq_page.txt,True,./pages/teamtorque.com/contact_page.txt,True,./pages/teamtorque.com/main_page.txt
uti.edu,Universal Technical Institute (Trade School),Higher Education,Scottsdale,AZ,,,False,,True,./pages/uti.edu/faq_page.txt,True,./pages/uti.edu/contact_page.txt,True,./pages/uti.edu/main_page.txt
shawcable.net,None,,,,,,True,./pages/shawcable.net/about_page.txt,True,./pages/shawcable.net/faq_page.txt,True,./pages/shawcable.net/contact_page.txt,True,./pages/shawcable.net/main_page.txt
siriusware.com,None,,,,,,True,./pages/siriusware.com/about_page.txt,False,,True,./pages/siriusware.com/contact_page.txt,True,./pages/siriusware.com/main_page.txt
nwtire.com,None,,,,,,True,./pages/nwtire.com/about_page.txt,False,,True,./pages/nwtire.com/contact_page.txt,True,./pages/nwtire.com/main_page.txt
lablinc.com,None,,,,,,False,,False,,False,,True,./pages/lablinc.com/main_page.txt
preciserotarydie.com,None,,,,,,False,,False,,False,,True,./pages/preciserotarydie.com/main_page.txt
dcpowerinc.com,None,,,,,,True,./pages/dcpowerinc.com/about_page.txt,True,./pages/dcpowerinc.com/faq_page.txt,True,./pages/dcpowerinc.com/contact_page.txt,True,./pages/dcpowerinc.com/main_page.txt
puregrips.com,None,,,,,,True,./pages/puregrips.com/about_page.txt,True,./pages/puregrips.com/faq_page.txt,False,,True,./pages/puregrips.com/main_page.txt
trinaturk.com,None,,,,,,True,./pages/trinaturk.com/about_page.txt,True,./pages/trinaturk.com/faq_page.txt,True,./pages/trinaturk.com/contact_page.txt,True,./pages/trinaturk.com/main_page.txt
shopmuseum.com,Museum of New Mexico Foundation Shops,Cultural Organizations,Santa Fe,NM,,,True,./pages/shopmuseum.com/about_page.txt,False,,True,./pages/shopmuseum.com/contact_page.txt,True,./pages/shopmuseum.com/main_page.txt
acsg.com,None,,,,,,False,,False,,False,,True,./pages/acsg.com/main_page.txt
pmigogreen.com,None,,,,,,True,./pages/pmigogreen.com/about_page.txt,False,,True,./pages/pmigogreen.com/contact_page.txt,True,./pages/pmigogreen.com/main_page.txt
greatlakeshonda.com,None,,,,,,True,./pages/greatlakeshonda.com/about_page.txt,False,,True,./pages/greatlakeshonda.com/contact_page.txt,True,./pages/greatlakeshonda.com/main_page.txt
kirkwoodbank.com,None,,,,,,False,,False,,True,./pages/kirkwoodbank.com/contact_page.txt,True,./pages/kirkwoodbank.com/main_page.txt
profollowup.com,None,,,,,,False,,False,,False,,False,
cigsecure.com,None,,,,,,False,,False,,False,,False,
riversideairshow.com,None,,,,,,False,,False,,False,,True,./pages/riversideairshow.com/main_page.txt
nexusadmin.com,None,,,,,,False,,False,,False,,True,./pages/nexusadmin.com/main_page.txt
rngmedcons.com,None,,,,,,True,./pages/rngmedcons.com/about_page.txt,False,,False,,True,./pages/rngmedcons.com/main_page.txt
abslawyer.com,ABS Legal Advocates,Community Services,Lawrence,KS,,,False,,True,./pages/abslawyer.com/faq_page.txt,True,./pages/abslawyer.com/contact_page.txt,True,./pages/abslawyer.com/main_page.txt
adobedrywall.com,None,,,,,,False,,False,,True,./pages/adobedrywall.com/contact_page.txt,True,./pages/adobedrywall.com/main_page.txt
agcnd.org,Associated General Contractors of North Dakota,Sectoral Association,Bismarck,ND,,,True,./pages/agcnd.org/about_page.txt,False,,True,./pages/agcnd.org/contact_page.txt,True,./pages/agcnd.org/main_page.txt
AkmanManagement.ca,None,,,,,,True,./pages/AkmanManagement.ca/about_page.txt,False,,True,./pages/AkmanManagement.ca/contact_page.txt,True,./pages/AkmanManagement.ca/main_page.txt
americanresidentialproperties.com,Unexamined,,,,,,True,./pages/americanresidentialproperties.com/about_page.txt,False,,True,./pages/americanresidentialproperties.com/contact_page.txt,True,./pages/americanresidentialproperties.com/main_page.txt
applevalleyanimalhospital.com,Unexamined,,,,,,True,./pages/applevalleyanimalhospital.com/about_page.txt,False,,True,./pages/applevalleyanimalhospital.com/contact_page.txt,True,./pages/applevalleyanimalhospital.com/main_page.txt
apscops.org,Unexamined,,,,,,False,,False,,True,./pages/apscops.org/contact_page.txt,True,./pages/apscops.org/main_page.txt
aps.edu,Unexamined,,,,,,True,./pages/aps.edu/about_page.txt,True,./pages/aps.edu/faq_page.txt,True,./pages/aps.edu/contact_page.txt,True,./pages/aps.edu/main_page.txt
ascendant-financial.com,None,,,,,,True,./pages/ascendant-financial.com/about_page.txt,False,,True,./pages/ascendant-financial.com/contact_page.txt,True,./pages/ascendant-financial.com/main_page.txt
avamere.com,Avamere Living,Healthcare ,Wilsonville,OR,,,True,./pages/avamere.com/about_page.txt,False,,True,./pages/avamere.com/contact_page.txt,True,./pages/avamere.com/main_page.txt
avchamber.org,Greater High Desert Chamber of Commerce,Finance and Insurance ,Victorville,CA,,,True,./pages/avchamber.org/about_page.txt,False,,True,./pages/avchamber.org/contact_page.txt,True,./pages/avchamber.org/main_page.txt
